Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2019","°c","3.355"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2020","°c","2.062"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2021","°c","2.437"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2022","°c","3.269"
"Temperature change on land","Slovakia","Temperature change","Jun–Jul–Aug","2023","°c","2.313"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1992","°c","2.222"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1993","°c","0.972"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1994","°c","2.336"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1995","°c","0.738"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1996","°c","0.366"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1997","°c","0.736"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1998","°c","1.852"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","1999","°c","1.107"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2000","°c","1.672"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2001","°c","1.633"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2002","°c","1.983"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2003","°c","4.313"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2004","°c","1.068"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2005","°c","0.758"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2006","°c","1.37"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2007","°c","2.112"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2008","°c","1.882"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2009","°c","1.766"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2010","°c","1.883"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2011","°c","1.915"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2012","°c","3.114"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2013","°c","2.354"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2014","°c","1.045"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2015","°c","3.21"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2016","°c","2.062"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2017","°c","3.319"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2018","°c","2.928"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2019","°c","3.701"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2020","°c","2.073"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2021","°c","2.887"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2022","°c","3.791"
"Temperature change on land","Slovenia","Temperature change","Jun–Jul–Aug","2023","°c","2.765"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1961","°c","0.575"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1962","°c","0.59"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1963","°c","-0.278"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1964","°c","0.659"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1965","°c","0.276"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1966","°c","-0.143"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1967","°c","0.149"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1968","°c","0.102"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1969","°c","-0.109"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1970","°c","0.166"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1971","°c","-0.621"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1972","°c","-1.12"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1973","°c","0.242"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1974","°c","0.033"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1975","°c","0.331"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1976","°c","0.793"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1977","°c","-1.985"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1978","°c","-0.616"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1979","°c","0.411"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1980","°c","0"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1981","°c","0.44"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1982","°c","0.72"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1983","°c","0.514"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1984","°c","-0.025"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1985","°c","0.759"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1986","°c","0.48"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1987","°c","0.814"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1988","°c","0.2"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1989","°c","1.82"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1990","°c","1.612"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1991","°c","1.476"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1992","°c","0.047"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1993","°c","0.634"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1994","°c","1.825"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1995","°c","1.393"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1996","°c","0.86"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1997","°c","0.264"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1998","°c","1.457"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","1999","°c","1.508"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2000","°c","1.153"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2001","°c","1.479"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2002","°c","0.582"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2003","°c","2.93"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2004","°c","1.884"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2005","°c","2.164"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2006","°c","2.006"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2007","°c","0.701"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2008","°c","1.064"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2009","°c","2.187"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2010","°c","1.769"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2011","°c","1.292"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2012","°c","1.97"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2013","°c","1.282"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2014","°c","1.064"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2015","°c","2.567"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2016","°c","2.252"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2017","°c","2.681"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2018","°c","1.776"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2019","°c","1.829"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2020","°c","2.124"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2021","°c","1.668"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2022","°c","3.404"
"Temperature change on land","Spain","Temperature change","Jun–Jul–Aug","2023","°c","3.145"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1961","°c","0.2"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1962","°c","-1.887"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1963","°c","0.03"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1964","°c","-0.971"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1965","°c","-1.179"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1966","°c","0.458"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1967","°c","-0.146"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1968","°c","0.045"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1969","°c","1.329"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1970","°c","0.749"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1971","°c","-0.261"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1972","°c","1.178"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1973","°c","1.017"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1974","°c","-0.223"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1975","°c","0.073"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1976","°c","-0.049"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1977","°c","-0.744"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1978","°c","-0.323"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1979","°c","0.159"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1980","°c","0.881"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1981","°c","-0.714"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1982","°c","-0.19"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1983","°c","0.086"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1984","°c","-0.105"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1985","°c","-0.022"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1986","°c","-0.019"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1987","°c","-1.598"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1988","°c","1.187"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1989","°c","0.204"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1990","°c","0.439"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1991","°c","0.301"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1992","°c","0.353"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1993","°c","-1.256"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1994","°c","0.813"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1995","°c","0.425"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1996","°c","0.297"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1997","°c","2.216"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1998","°c","-0.605"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","1999","°c","0.508"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2000","°c","-0.249"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2001","°c","0.73"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2002","°c","2.625"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2003","°c","1.632"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2004","°c","0.291"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2005","°c","0.889"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2006","°c","2.118"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2007","°c","0.942"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2008","°c","0.452"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2009","°c","0.6"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2010","°c","0.823"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2011","°c","1.65"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2012","°c","-0.204"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2013","°c","1.19"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2014","°c","1.66"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2015","°c","0.003"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2016","°c","0.809"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2017","°c","0.053"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2018","°c","2.372"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2019","°c","1.445"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2020","°c","1.508"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2021","°c","2.036"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2022","°c","1.86"
"Temperature change on land","Sweden","Temperature change","Jun–Jul–Aug","2023","°c","1.6"
