Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2008","°c","1.292"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2009","°c","1.176"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2010","°c","2.224"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2011","°c","1.365"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2012","°c","1.313"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2013","°c","1.435"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2014","°c","1.721"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2015","°c","2.243"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2016","°c","1.655"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2017","°c","2.118"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2018","°c","2.28"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2019","°c","2.127"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2020","°c","1.989"
"Temperature change on land","Bahrain","Temperature change","Meteorological year","2021","°c","2.421"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2000","°c","0.365"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2001","°c","0.445"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2002","°c","0.541"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2003","°c","0.404"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2004","°c","0.441"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2005","°c","0.783"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2006","°c","0.979"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2007","°c","0.426"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2008","°c","0.213"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2009","°c","0.972"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2010","°c","0.89"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2011","°c","0.298"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2012","°c","0.351"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2013","°c","0.336"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2014","°c","0.611"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2015","°c","0.799"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2016","°c","1.336"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2017","°c","1.142"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2018","°c","0.911"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2019","°c","1.151"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2020","°c","0.934"
"Temperature change on land","Bangladesh","Temperature change","Meteorological year","2021","°c","1.326"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2000","°c","0.358"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2001","°c","0.554"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2002","°c","0.772"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2003","°c","0.877"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2004","°c","0.748"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2005","°c","1.19"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2006","°c","0.894"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2007","°c","0.724"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2008","°c","0.361"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2009","°c","0.473"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2010","°c","1.19"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2011","°c","0.698"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2012","°c","0.495"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2013","°c","0.831"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2014","°c","0.473"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2015","°c","0.923"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2016","°c","1.208"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2017","°c","0.842"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2018","°c","0.552"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2019","°c","1.011"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2020","°c","0.844"
"Temperature change on land","Barbados","Temperature change","Meteorological year","2021","°c","0.859"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2000","°c","1.929"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2001","°c","1.966"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2002","°c","1.881"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2003","°c","0.073"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2004","°c","0.921"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2005","°c","1.267"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2006","°c","0.641"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2007","°c","2.354"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2008","°c","2.244"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2009","°c","1.588"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2010","°c","1.438"
"Temperature change on land","Belarus","Temperature change","Meteorological year","2011","°c","0.996"
