VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Lithuania,2015,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Lithuania,2016,100,%,E,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Lithuania,2017,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Lithuania,2018,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Lithuania,2019,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Lithuania,2020,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2006,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2007,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2008,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2009,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2010,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2011,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2012,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2013,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2014,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2015,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2016,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2017,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2018,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2019,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Luxembourg,2020,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Malta,2006,100,%,I,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Malta,2007,100,%,E,False
Irrigation and drainage development,Area under agricultural water management,% of agricultural water managed area equipped for irrigation,Malta,2008,100,%,I,False
