Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Rural","Croatia","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","43.56"
"Employment Indicators: Rural","Croatia","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","45.7"
"Employment Indicators: Rural","Croatia","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","45.84"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Croatia","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","92.48"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","98.85"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","103.64"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","103.55"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","105.62"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","104.8"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","91.39"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","89.65"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","88.74"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","83.81"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","81.9"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","73.84"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","72.06"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","76.09"
"Employment Indicators: Rural","Cyprus","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","80.21"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","62.58"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","62.2"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","62.26"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","61.51"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","62.54"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","61.65"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","59.64"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","61.41"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","61.3"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","60.22"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","59.2"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","58.88"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","56.89"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","56.15"
"Employment Indicators: Rural","Cyprus","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","56.91"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","59.62"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","59.56"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","59.5"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","57.38"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","57.79"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","55.95"
